TotalDisplacement 47551034
MaxDisplacement 4809
NumCells 51382
c37714 14718 -48832
c37346 15576 -38248
c46508 15048 38864
c30808 13398 -30184
c49419 15246 10640
c8609 14190 56
c8655 15312 -43792
c7795 15378 -27160
c8347 12738 53984
c36070 14718 -19600
c42331 15576 46424
c38195 15114 -3472
c42617 15114 30800
c41599 15774 11144
c48481 14520 -15064
c19422 15378 54488
c22660 14454 1064
c18632 14718 -5992
c9441 12540 -13552
c35209 14982 -17080
c19997 15972 45920
c5436 14322 56
c3830 15378 39368
c10217 15246 -24136
c38787 15642 -47320
c47667 13068 -13552
c40854 14916 24248
c37458 13596 -13552
c36641 15114 -10024
c2849 16236 45920
c132 15444 -43792
c30709 13596 -29680
c46383 14322 1568
c51320 14322 -20104
c30850 13992 -29680
c18253 15510 -58408
c45729 14256 -29680
c34519 13596 3080
c8122 14322 -28168
c25481 15312 -4480
c26666 14652 -50848
c28147 14520 -29680
c21913 14256 7112
c44049 15642 -57904
c46301 13266 -29176
c33972 15048 26264
c15931 14256 -11032
c13770 15642 -24136
c1007 13134 -13048
c22502 15708 14672
c21695 14982 -39256
c39861 14190 -8512
c20934 14124 -9016
c10841 15246 -3976
c50251 13266 8624
c16794 14718 -4984
c37250 13596 -15568
c44821 15114 13160
c45695 15312 42392
c34270 15444 42392
c45587 15774 44912
c19025 15114 36344
c6683 15444 23240
c34171 15444 -17584
c23453 15708 -41272
c7960 14850 -20104
c30806 15906 -53872
c49938 16038 -19600
c47002 15576 -35224
c24426 14718 -448
c47931 15906 44912
c44428 14256 -9016
c22255 15906 -18592
c38130 14850 56
c25188 16104 15176
c22825 14388 -52360
c28830 13926 -30184
c22890 14784 -9016
c42709 15510 -38752
c2310 15048 6608
c35953 15378 560
c11631 15708 -44800
c26044 13662 -29176
c9251 14586 -28168
c39052 14718 10136
c11051 14520 39872
c37168 15642 -40264
c47761 15444 -9520
c50597 14124 -30688
c975 15180 -9016
c44015 16038 -24136
c17105 15906 16688
c51168 16104 61040
c4557 13002 53984
c17443 13464 -8008
c41846 14124 -13552
c44658 15114 -4984
c47913 13860 -8008
c11688 14916 -14560
c14467 13794 8624
c40937 14520 -30688
c4259 15048 -52864
c56 15708 23240
c30938 14652 -30688
c37600 16038 -39256
c5279 15642 4592
c42759 15180 -14560
c479 14190 -20608
c28025 14784 -30688
c10473 15774 -53368
c44382 13530 -59920
c7306 15840 -45304
c3766 15114 -448
c45723 14982 -23632
c45640 14850 1064
c17437 15576 -54376
c19272 14190 -30184
c13424 16038 44912
c22726 13530 2576
c13206 14256 31808
c4536 15180 26768
c16139 15840 -10528
c3199 14652 -14056
c39309 14784 -15568
c13670 14586 -952
c19597 14652 -27664
c10269 15048 -29680
c28979 14718 -8512
c40442 14124 40880
c22990 15378 1064
c40936 13926 -2968
c22900 14784 -27664
c19469 15378 -19096
c47380 15312 4088
c5708 15444 -14560
c10534 15708 -15064
c32167 14058 -2464
c1827 15444 38864
c49823 14784 -49336
c29358 15708 38864
c6567 15246 -5992
c41300 15444 -52864
c17633 15708 -43792
c41427 15774 -32200
c40218 15378 56
c2260 14058 -2968
c35132 16104 -45304
c14139 14982 40376
c33697 15774 -3976
c11583 13596 7616
c17045 15444 -14056
c33147 14850 1568
c27088 15312 31808
c3066 15312 6608
c480 15180 -22624
c37459 15642 -10024
c35912 15840 -9520
c10019 16368 -25648
c10016 14454 -55384
c15950 14784 39872
c36352 14058 -13048
c32168 15510 42896
c30714 15774 4592
c14198 15444 -35728
c24189 16170 -53872
c31284 15906 4592
c8305 14520 -1456
c26205 14718 -20608
c2846 16104 -17584
c49353 15378 -23632
c19408 15576 26768
c32351 13332 9128
c40676 15708 39872
c50301 15576 42392
c23262 15114 -28168
c22545 15972 -54376
c17417 13926 57512
c7831 14850 -55384
c46521 15642 29288
c34368 16170 -18592
c46165 14388 40880
c40638 15642 -34720
c18838 15840 -43792
c35669 15840 -11536
c24442 14190 -29176
c21358 14586 -30184
c16268 15840 -52864
c10935 15708 -15568
c15361 15642 -5992
c19734 14718 20720
c51260 15708 -36232
c38529 14388 7112
c37206 14850 -30184
c50867 13860 -5488
c18041 15312 -27664
c20679 16170 -10024
c40917 14652 3080
c13436 15642 -4984
c16690 14850 -13048
c18602 15642 -448
c19303 14652 -11032
c44886 14124 7616
c5625 13728 9128
c24940 15642 -39760
c12918 13200 53480
c32320 14982 2072
c19123 13992 -8008
c6632 15378 -13048
c16753 14784 40880
c7348 15444 -29680
c14645 15180 -11032
c4854 15642 -18088
c17377 15444 -27664
c19293 16038 22232
c6907 13992 55496
c18959 15774 12152
c47081 16368 45920
c6612 15180 -26656
c14912 15642 20720
c47800 16236 -10528
c195 15576 35840
c14582 15972 5600
c14302 14058 -16072
c28491 15114 -952
c28289 13662 -12544
c50292 16170 -53368
c19105 15576 -11032
c9346 15048 -1456
c29294 15048 31304
c10124 15774 560
c36074 16302 5096
c32904 14916 -5488
c3466 15510 2072
c7298 15708 -9016
c33839 15510 -17080
c12265 15972 -52864
c11673 15906 39368
c601 14982 -16072
c33389 14850 -20608
c7060 15114 -26152
c36147 15510 -59416
c39811 13992 -28672
c24413 14982 48944
c16780 15642 40376
c2969 14058 8120
c49461 14058 2576
c24623 15246 25760
c13281 15312 24248
c13285 15246 -55384
c33118 15510 -23632
c2564 15048 54992
c10491 15048 -13552
c16353 16368 33824
c43461 15576 -29680
c6624 15840 -27664
c2874 15972 21728
c29981 15840 27272
c18256 16632 -10528
c21403 16566 -53872
c44225 15378 -23128
c28205 16038 43400
c4742 14124 53480
c37890 14520 -28672
c27200 15378 -55384
c39249 15708 -41776
c29408 15444 26264
c10815 16500 -52864
c10052 14256 -1960
c34951 15642 -55384
c15006 15312 -13552
c12452 14322 41384
c34753 14982 41384
c44940 13464 9632
c25041 15642 -28168
c8457 13926 -12544
c17005 15444 -13552
c14975 16104 11648
c15745 15840 -29680
c34298 14982 1568
c25166 15708 -13552
c20862 13530 58520
c40194 14916 7112
c1217 15246 -30184
c6771 15774 16184
c38192 16434 5096
c25715 15510 -27160
c4187 14388 -8008
c46258 16500 -24640
c27441 16500 -15568
c825 14718 -46312
c13209 14784 -28672
c45201 14586 8120
c8992 15972 -44800
c16039 15840 42392
c27718 14784 3584
c43191 14322 8624
c41984 15246 -8512
c38899 14586 -2464
c40203 15576 -1456
c26938 16896 45416
c6622 15378 -30184
c31045 16566 -10024
c11858 15906 40376
c13695 15972 26768
c19127 15906 6104
c44368 15840 -4480
c13463 14784 7616
c11609 15048 -28672
c46157 15510 1568
c31625 16038 43904
c40596 16698 -53872
c4659 14784 -8008
c3549 15906 560
c16697 14850 8624
c32686 14586 2576
c50999 15444 23744
c31403 15972 -14056
c10492 13992 9632
c7604 15642 -13048
c22249 16170 -448
c20620 16170 12152
c50635 14982 8120
c29298 15114 -31192
c49833 15774 -8512
c17376 14256 9128
c18234 16368 -14560
c21074 15642 -19096
c20819 15774 -28168
c13842 15246 -29176
c13253 15114 -33712
c14357 15906 42896
c14583 15510 8120
c33338 15444 -28672
c16009 15972 23240
c41900 16104 -29680
c18473 16632 -15064
c12083 16038 16184
c49218 15444 7112
c32066 16434 -25144
c40365 16038 17696
c36841 12804 59024
c21313 15840 -30688
c6240 15378 8624
c18309 16038 2072
c34000 15444 -5488
c46846 16170 15680
c9947 15906 -8512
c48495 16500 17192
c6874 15906 -13048
c28180 16500 -14056
c46469 16302 16688
c5827 15972 -11032
c28507 15906 56
c47343 16368 -29680
c35443 14784 -1960
c22648 14520 58016
c5924 15774 -55384
c26108 13530 -7504
c9221 15246 13160
c19823 15906 -3976
c23944 15642 -29176
c9331 16236 -4480
c23476 15114 2576
c30644 15906 -55384
c20332 13860 -61936
c43253 13794 -61432
c42391 15774 -23128
c33990 15510 2576
c47512 15642 25760
c50421 15246 10136
c17647 15180 -8008
c5762 14058 -12544
c22338 16170 2072
c14857 15774 25760
c2251 16170 -13048
c29930 16302 -3976
c48434 16038 -8512
c16880 15378 41384
c14025 15774 41384
c808 15708 -8008
c42013 15774 -30184
c395 15906 -29176
c25260 16434 16184
c20612 15048 13664
c11896 16434 -18592
c22544 15840 41888
c39727 15972 38864
c11049 14718 58520
c578 15378 -31696
c28329 16038 1568
c1582 16170 -5992
c48832 16302 -29176
c50196 14982 -59920
c29660 15510 -16072
c10320 16302 -55384
c48661 16104 46928
c12966 16434 4592
c15535 15312 7616
c1246 15312 -61936
c38685 14982 -16576
c25984 16302 43904
c28674 16170 -23128
c22071 15840 6608
c44112 15312 -22624
c33675 16236 -13552
c30342 16302 560
c14211 15708 40880
c46943 16038 -952
c46398 14586 -12544
c47300 16302 6104
c30926 16170 40376
c43000 15972 -30688
c35115 16434 -29176
c13337 16170 -3472
c14151 15972 7112
c42078 12936 52976
c7645 15510 -16576
c39391 15312 12656
c39772 15774 -20608
c42902 14784 9128
c2504 15972 -28672
c15030 16434 -13048
c19215 15774 10136
c42894 16896 -14560
c46362 16368 -28672
c48380 16500 -13552
c39669 16038 -4984
c5892 16302 1064
c48089 16434 56
c47288 16434 6104
c27818 15972 -1456
c49490 16698 1064
c15765 15972 -35728
c4737 15114 -12544
c7377 16698 560
c36297 16764 -29680
c50389 15312 -49840
c51255 16896 -14056
c2432 16104 40880
c48790 15840 -33208
c42496 16368 -54376
c42722 16038 8120
c37855 16830 560
c22020 15180 3080
c27967 15444 31304
c6314 16896 -9520
c48324 16104 -11032
c41660 16764 -13552
c50338 16368 6608
c31207 14586 -51352
c43478 15312 3080
c6633 16104 -35224
c18028 16698 2072
c37606 13992 59024
c19873 15576 -5488
c10246 14652 25256
c7949 16698 -13048
c24031 15642 -31192
c33725 16566 -8512
c8326 15906 -40264
c37036 14388 9632
c24279 14916 9632
c34322 15906 8624
c44756 15378 -12544
c32117 16962 -10024
c44793 16698 -8512
c30693 14454 -60424
c26550 16038 39368
c9549 16236 4088
c10908 16302 -28168
c1505 16236 39872
c16135 15972 42392
c24603 16434 16688
c15731 15774 -31192
c20345 16962 -13048
c21933 16170 41384
c43494 15840 7616
c33320 15444 -22624
c17255 16170 -952
c21005 15510 30800
c37045 14718 -50344
c36726 17028 -13552
c4608 17160 -13552
c35451 15576 -22624
c12747 16632 -4480
c35889 16368 4088
c48156 16236 42392
c20216 17028 -9520
c33784 16170 -30184
c7662 15048 25256
c996 15048 -1960
c15709 16830 1064
c39748 15246 -60928
c12132 16302 -39256
c29424 15774 10640
c38430 15246 -50344
c44471 15114 -2968
c16691 16170 -20104
c22834 16236 50960
c43155 16566 -4984
c41440 16632 -41776
c45127 17160 -15064
c38246 14718 -34216
c13009 15180 -12040
c15247 15840 3080
c36279 16830 -53872
c43219 14982 -34216
c26272 15312 -12040
c116 17160 -14056
c33730 16104 32816
c31380 16170 10640
c49695 16500 -28672
c30098 16302 54488
c46547 16236 11648
c42720 16368 -1456
c37801 16170 39368
c2483 17028 -15568
c44398 14454 -21112
c46335 16500 -11032
c8466 15114 -2464
c18355 15840 34832
c18233 16038 2576
c5438 15840 26264
c8372 15312 9128
c29263 16830 40376
c34783 15378 58520
c42944 15180 25256
c9357 15840 -57400
c42459 17094 -10024
c12269 15840 3584
c35195 14586 -7504
c50943 16830 56
c14967 17160 -14560
c45408 16038 -16072
c22068 16698 1568
c15637 15906 -38248
c961 16500 40880
c10388 16434 2576
c19558 16302 41384
c31260 15972 -5488
c14436 16302 -16072
c39695 16764 6608
c2940 15708 -22624
c2807 15114 -7504
c51245 15972 7616
c7741 16698 39368
c6969 16764 -9016
c15032 16566 -5992
c50775 16698 11144
c17771 17160 -10528
c30790 16038 -18088
c9153 16830 -25144
c48502 15708 9128
c17653 16038 -38248
c16982 14916 -50848
c17293 16632 -52864
c37426 16368 5600
c11100 17424 -15064
c36057 16368 19712
c36921 15246 -2968
c20794 16434 41384
c17147 16104 -33208
c34823 17424 -13552
c27840 16368 38864
c51259 15576 -1960
c23165 16566 -16072
c21432 17292 -15568
c23914 15312 -6496
c18098 17226 -13048
c45118 16104 -22624
c4756 15906 -12544
c2023 17424 -14056
c17098 16368 3080
c46676 16830 2576
c6278 16566 41384
c18077 15840 -32704
c30439 16236 18704
c3187 15510 13160
c24929 17094 2072
c49256 15906 -16576
c15903 16830 -29176
c35428 16566 10640
c39488 16236 41888
c33010 16962 41384
c23739 17226 40376
c39611 16632 34328
c34662 16038 29288
c20298 16896 3080
c33045 16236 -8008
c13204 16170 25760
c20425 17226 -10024
c42896 16698 -952
c29732 16698 10640
c51288 15708 58016
c42097 15378 -33712
c20741 15972 49448
c7196 15510 -7504
c49623 16500 18704
c16177 16368 -30688
c5870 15312 54992
c4248 15972 -1960
c25442 16368 19208
c970 16764 -4480
c4922 17094 1568
c17850 16698 10136
c21828 16830 -16072
c7409 16830 -3976
c35301 16104 21728
c15418 15576 14168
c41169 16368 -27664
c25909 16566 16688
c31039 16302 -36736
c32155 17226 -8512
c13460 15642 -50344
c36016 16830 13160
c6946 16566 -39760
c19557 16632 4088
c43277 16632 -11032
c49573 15906 -31192
c17859 16764 -11032
c10606 15642 -7504
c21342 16170 -12544
c21583 15906 36848
c840 16302 -23128
c43899 17424 -14560
c39218 16962 56
c37059 17556 -14056
c12757 16764 4088
c48088 16170 -17080
c10345 13926 53984
c31769 17622 2072
c717 17688 -13552
c32140 16236 -57400
c18770 16368 3584
c44248 16368 13664
c6225 16830 6104
c9822 16302 8624
c16158 15840 9632
c19758 16368 41888
c33204 16434 29288
c8694 17292 -10528
c19344 17688 -15064
c6290 17094 -448
c28427 16632 -41272
c36512 16500 42392
c5972 17820 -14056
c28910 16896 40880
c6340 17160 -9016
c3800 16500 3584
c7921 16500 -37240
c24750 15774 -7504
c50410 15972 23744
c9262 14388 49952
c8045 17490 -13048
c2335 16698 5096
c3007 15114 38360
c20830 17358 -10024
c15111 17556 -15568
c27617 17160 40880
c27651 17358 2576
c43527 16236 -22624
c35365 16170 -31192
c43200 16962 17696
c30294 16632 11648
c48736 17028 -1456
c2476 16302 -7504
c20474 16170 -18088
c9049 16500 -5488
c34779 16566 8120
c33371 16500 7112
c3348 15378 37352
c33044 15972 -56392
c42545 16632 7112
c14464 16962 -3976
c44310 15378 38360
c5697 17358 -16072
c42455 16434 -16576
c1720 16434 -23128
c40356 15642 -2968
c30684 16830 -28168
c45145 16434 12152
c46395 16236 -1960
c15652 17424 -10528
c43560 17094 16184
c13420 16896 4088
c19853 17292 40880
c49295 17094 56
c21252 15180 -7000
c6103 16236 9128
c33582 13464 59528
c12959 17094 -28168
c29026 17226 560
c3510 17226 56
c9935 16302 -44296
c17767 15114 53984
c1639 17952 -15064
c47481 15972 58016
c49874 17952 -13552
c5399 15774 -2968
c48048 16830 39368
c15471 16038 -50344
c3538 15576 -7000
c24373 16896 -8008
c47186 15576 -52360
c15781 17094 -4984
c14164 14652 59528
c48488 15048 53480
c39215 16236 26264
c34314 14982 -21112
c48355 15972 54992
c45298 15906 -33712
c3464 14124 52976
c39108 14586 57512
c34584 18084 -14056
c10720 17028 -28672
c30089 16632 18200
c29258 16962 8120
c32227 15312 -50848
c49418 16896 -27664
c34915 17556 -9520
c13022 16566 12152
c25900 15576 25256
c25500 15840 35840
c5735 16368 -22624
c34463 16434 -17080
c45248 16764 18704
c20849 15642 28784
c33571 15114 -22120
c30591 16896 3584
c34003 14124 52472
c1906 16434 -33208
c4112 17424 40880
c12254 16896 -11032
c50115 16830 15680
c36268 17226 -29176
c44651 15906 -19096
c10894 16170 36344
c34084 15246 -61432
c32782 16764 -22624
c3055 17556 -28672
c6585 17490 1064
c50765 17358 -952
c35465 15972 12656
c43760 15840 14168
c5219 16500 7616
c17344 15510 -34216
c34973 16698 -43288
c5525 17358 560
c29580 16302 37856
c37978 16368 26264
c28470 16830 4592
c46093 16698 -38752
c44530 16698 15176
c39524 16830 -39760
c11708 16500 14672
c32933 16896 -22624
c8602 14850 -46312
c34221 16236 9632
c12257 17820 -15568
c1772 17358 8120
c28303 16698 -16576
c41542 15906 28784
c11598 14058 60032
c3491 16698 -17080
c8780 17028 3584
c3079 16698 -5992
c16258 15444 -50848
c23957 14718 -21616
c30034 16368 12656
c13039 17490 -448
c43446 16302 -31192
c22915 15510 -2464
c31468 15906 -2464
c37562 16962 4592
c3072 17622 1568
c31252 16368 27272
c1027 16830 10136
c5842 16302 36344
c2175 15114 -21616
c19278 15246 -21112
c23282 16038 -2464
c23110 17556 -9016
c34857 15180 59024
c8087 15642 29792
c13166 15972 -36232
c43746 15642 -21112
c40505 15576 -50848
c29905 16500 12656
c16482 17292 3080
c45655 16764 7112
c29862 15708 -7000
c43897 17754 2576
c30568 17028 -11032
c19963 17226 8624
c38554 16434 25760
c17157 15510 -21616
c51253 15840 59024
c38808 17094 10640
c9264 15906 -21616
c50756 15510 37352
c24081 16698 -19096
c16739 16368 23240
c35282 17226 17696
c43499 17160 7112
c31730 16038 -21112
c45551 17754 -8512
c3543 16632 54992
c16821 17160 -4480
c2644 15906 -2968
c48228 16830 5096
c27407 15972 25256
c40414 16104 -7000
c47093 15510 -22120
c40545 17160 6608
c29758 16764 23240
c50628 15840 -50848
c5362 17754 1568
c14863 16896 39872
c31075 16038 -2968
c16616 17226 10136
c19306 15510 -26152
c46250 15708 24248
c16360 15906 -59416
c26228 17358 4592
c22347 17358 10136
c29900 15642 -26152
c12667 15906 22736
c24093 15774 28280
c27599 15972 14168
c653 16632 9632
c16211 17952 -14560
c36997 16302 -21112
c19555 15906 -22120
c1760 16566 -20608
c31836 17226 -4984
c31436 16896 18200
c50666 17556 7112
c12779 15312 -26656
c21488 14850 -48832
c42432 17160 39872
c20600 16500 -56392
c5635 16434 -33712
c19258 16632 -1960
c29440 17754 -10024
c39738 17292 -8008
c35642 16566 58520
c18316 16302 -22120
c4789 15180 55496
c47851 15246 57512
c40188 16764 -1960
c18737 16434 -50344
c14601 16302 -21616
c40240 15378 -46312
c910 16236 53480
c46463 16764 24248
c26383 16698 -22120
c5711 17028 5600
c30988 17226 10640
c11696 17490 560
c19578 16434 -18088
c5432 16170 -2968
c45648 15312 52976
c13016 17424 17192
c44593 17754 8120
c1414 17622 8624
c161 16830 -23128
c30785 16698 -21112
c15884 15840 -49840
c40080 16962 -20608
c49638 17556 4088
c43060 15642 35336
c32288 15444 24752
c7393 17424 -22624
c32834 17424 3584
c213 16038 -26152
c24830 16302 53984
c31878 15840 24752
c47857 17622 10640
c4774 17424 -1456
c38241 16104 -56896
c24855 17028 9632
c17163 17886 1064
c47827 16764 27272
c50366 16698 -21616
c20473 16170 28280
c20547 17688 7112
c34675 16236 -7000
c40092 17754 8624
c37369 16236 -50848
c33779 16962 -23632
c42971 17094 -21112
c1075 16632 13664
c4647 16698 -20104
c46115 17094 -23632
c4589 15774 -27160
c16017 15246 60032
c40400 16962 -20104
c39210 16434 -26152
c22850 15972 -49840
c8918 17820 23240
c3656 17358 -20608
c4495 16566 -30184
c43867 17424 7616
c17547 17226 12152
c42745 17688 4088
c20218 16698 -27160
c30903 15906 60032
c20667 17160 9128
c1710 16302 22232
c51044 15708 -26656
c32363 16368 55496
c23744 16962 -21616
c19833 16830 -26152
c299 17292 9128
c42145 17094 5096
c39436 17622 -448
c38697 18282 2576
c13032 16434 -31192
c50121 17820 3584
c18991 16434 -34216
c16671 17226 -20104
c14315 17094 -22120
c1612 17358 -21616
c17026 16632 -5488
c1360 17556 -22624
c33303 17160 -29680
c43160 16500 -35728
c28733 17754 10640
c21433 17886 -10024
c9807 16566 -31192
c28650 16038 -47824
c29779 14916 -55888
c36045 16896 34832
c21027 17028 18704
c14835 17952 3584
c43599 17820 -1456
c15754 17754 -448
c6609 16104 -26656
c10547 16632 -35224
c49868 15114 50456
c4803 15312 52472
c8920 16698 -55384
c22135 16830 -39256
c35559 14652 -45808
c15215 15972 52472
c26700 15840 59528
c44122 17094 -18592
c46660 17490 -21112
c42768 17754 -20608
c28825 17490 17696
c43010 17556 6608
c626 17622 56
c19041 17886 -21112
c10024 17754 -21616
c14441 16566 60032
c41371 15972 -47320
c18380 18018 10136
c10085 16896 14168
c40935 17490 54488
c19417 17292 -29680
c39546 17754 5096
c10675 17886 -21616
c25020 16830 -40264
c27121 17820 -25648
c5450 16038 50456
c47436 18150 2072
c3808 16434 -59416
c29420 18150 8120
c30543 17490 -22120
c18423 18150 8624
c27973 17490 -24136
c19672 17160 24248
c3842 17622 11144
c7957 15774 51968
c24764 17622 -16072
c23640 16104 -49336
c27423 16632 58016
c21374 17688 9128
c45442 17688 9632
c35577 16500 26768
c27942 17622 -22120
c12287 17226 -26152
c16341 15378 60536
c23230 16566 29288
c11164 16830 -50344
c33522 16566 28280
c48258 16500 -26656
c9738 18084 3584
c46802 16632 19208
c7977 17886 -8512
c4245 16632 -50848
c8508 18084 7112
c30101 16302 21224
c37805 17688 -22624
c4317 15906 57512
c39314 16698 -31192
c27697 16764 -35728
c16396 16434 -59920
c21535 16434 51968
c6790 16500 52976
c28604 17622 -20104
c40530 17226 6104
c10033 17358 -3976
c7730 17226 -37240
c11097 16500 -49840
c1560 18084 4088
c49858 18018 4592
c5304 17754 -29176
c30361 17820 9632
c6651 16764 19712
c44529 16038 60536
c32526 17094 39368
c33135 16500 -40768
c45769 16368 27776
c13799 17028 13664
c5081 15246 -46816
c46243 17226 -23632
c30266 17820 9128
c11181 16830 25760
c18555 15642 30800
c45712 15048 -45808
c30613 17952 9128
c5093 17820 54992
c11321 17556 11648
c45274 18216 7112
c21290 16698 21224
c37575 17226 -52360
c3697 16698 -36736
c19705 16170 -34720
c14442 16368 -7000
c51127 17886 -448
c9244 17952 3080
c33225 17028 59528
c10510 17952 -24640
c38149 16434 -2464
c24620 17028 -49840
c587 16962 53984
c42119 17952 9632
c24240 16698 22232
c19945 17424 -1960
c1885 17886 -24136
c22079 16896 -26656
c28940 16566 -59416
c31535 16236 -45808
c6830 17424 -8008
c16244 16698 -46312
c324 18348 3080
c37705 16566 -54880
c6436 17820 7616
c42377 18084 9632
c19362 17424 53480
c3324 16962 28280
c41868 16566 57512
c26923 16236 30296
c16151 17094 28280
c38726 18150 -21112
c39899 15774 -48832
c6661 18216 -25648
c10135 16698 -60424
c24433 18084 -9520
c22062 16632 -32200
c42790 15510 -31696
c4294 17028 55496
c21112 16962 22232
c44601 17622 -26152
c11271 17820 58016
c26689 18216 4088
c46822 17292 -26656
c10263 16302 -48832
c8701 17952 7616
c19043 18150 10640
c5772 17886 -29176
c41612 15576 47432
c16042 18282 10640
c30475 16434 -34720
c44051 17226 60536
c30067 17622 -23632
c23880 16764 38864
c16519 17358 -18592
c930 18480 3080
c21397 17292 -36232
c26733 16764 -30688
c44535 17094 21224
c16907 18018 -26152
c13731 18084 7616
c45077 17688 -26656
c35489 18282 -21616
c30993 18612 7112
c43807 16830 -27160
c27975 18216 9632
c2538 18216 7616
c40008 18018 -23632
c1035 16698 -33208
c31206 18414 -21112
c1425 18282 -26152
c35883 16434 -46816
c16276 18348 -24640
c20641 18480 3584
c37956 17160 52976
c26595 18348 4088
c30898 18150 -20608
c1455 16962 -19096
c6610 17490 39368
c9288 18348 7616
c15878 18612 3584
c23747 17292 18704
c44199 16962 -59416
c29135 15906 35336
c42547 17424 18704
c21918 18018 -29176
c17260 16830 -48832
c15556 17226 25760
c6268 16962 22736
c47092 16698 -46816
c31422 16566 37352
c49083 18150 4592
c12414 16170 48944
c7907 16962 -33208
c29639 16962 -40264
c1387 17094 51968
c31924 16698 -18088
c32894 17358 -19600
c8186 17622 53984
c18100 16896 -30688
c6832 16830 -55384
c25552 18480 7616
c46771 17886 -46816
c44945 16962 -50344
c28597 16698 -2464
c39246 17292 27272
c51198 18282 -25144
c26395 17358 22736
c47542 15774 -51352
c3788 16038 44408
c4234 16500 26264
c46892 16302 -31696
c9649 16368 21728
c17402 16302 28784
c9505 17556 19208
c21134 18612 -25648
c5640 18018 -20104
c39544 16302 -2968
c15894 18084 -26656
c27643 17622 -19600
c37383 17160 49448
c10073 17226 -2464
c8639 18612 7616
c11267 18282 -24136
c26385 18678 -25144
c10722 16698 -54880
c6017 17358 -59920
c23581 17622 20720
c45718 17688 11648
c5764 15972 -48328
c23804 15774 38360
c51097 16896 35840
c26835 17160 52472
c43390 17226 -19096
c429 16236 32312
c6259 17028 -50848
c14159 16434 48440
c30460 18282 -20608
c20353 17490 -60424
c30733 17490 51968
c24166 17820 52472
c34560 17754 -19600
c24293 18480 4088
c11021 17094 -59416
c15821 18018 -22120
c21608 18018 -10024
c41677 16830 35336
c33616 17490 -50344
c37325 17424 -30688
c16625 16698 -61432
c48163 18282 -23632
c26907 17424 -45808
c21034 17292 -47320
c15797 16764 27776
c22440 17028 32816
c17153 17424 -50848
c27173 18414 -23632
c43653 17754 -13048
c15073 17424 49448
c16356 17160 -38752
c44547 16434 -12544
c2567 17094 -39256
c38538 17820 27272
c4114 16566 -51352
c42645 17028 -49336
c45679 16698 29288
c46343 17754 -59920
c18971 18744 -24640
c38085 16830 37352
c42959 17556 -8008
c10346 17490 -54880
c47732 16104 -43792
c16072 16830 -2968
c10952 17160 -48328
c30002 17028 59024
c27564 17490 22232
c41268 18744 7616
c47557 16500 -45304
c19603 17622 28280
c13127 17556 -49840
c29919 16698 -60928
c3754 17886 51464
c12550 16632 -54376
c20155 18282 -23128
c17250 17490 -12544
c39327 18678 -24136
c32934 17292 21728
c43847 17490 -33208
c31958 17094 -60928
c3572 17886 -40264
c21819 16698 -7504
c25486 16962 -51352
c25937 17886 37352
c48270 16764 25256
c23877 16764 26768
c12385 17358 -60928
c21132 17886 18200
c14861 16896 26768
c32430 17358 -46312
c33241 18018 53984
c23298 16962 -47824
c43005 17358 -51352
c42836 17556 24248
c9096 18018 -50344
c33182 17952 24248
c38873 17358 -33712
c11298 17226 -3472
c6356 17292 -41272
c28954 16368 -43792
c29285 16632 30296
c8115 15312 49952
c18419 18150 -60424
c41431 17490 -60928
c50607 16500 49952
c47342 17622 -33712
c31301 17358 -2968
c14029 16830 -58912
c47608 17688 -50848
c46090 18810 -25144
c26775 16698 -34216
c17256 18216 -15064
c25223 17886 -60928
c8933 17292 26768
c27773 18150 -60928
c18591 17886 -54880
c25461 17028 -54376
c25957 16500 -44800
c16904 16500 31304
c26626 17622 -7504
c27022 17226 -58912
c3234 16434 28784
c23317 17490 -58912
c7077 18084 -49840
c3843 18546 -60928
c15345 18282 -8512
c21808 17292 27776
c36663 17226 21224
c21575 18282 -50344
c46430 18018 -55384
c7697 17952 -49336
c3997 16170 38360
c26333 18546 -21112
c36236 17754 -3472
c35279 18348 24248
c45418 18282 -59416
c4325 17358 -30184
c18178 17886 -47824
c27061 18546 -47824
c48078 18084 -8008
c48219 18084 -50848
c24058 17754 -2464
c37518 18414 22232
c21457 16962 28784
c30584 17622 25760
c25493 18942 -25144
c19426 17754 58520
c44860 17490 -44296
c46501 16434 37856
c46027 18150 -29176
c30698 16434 -31696
c18198 17490 -42784
c5522 18612 -8008
c25570 18480 -9520
c43776 18414 -59416
c19107 18216 -13552
c37300 16896 24752
c5512 18150 -59920
c23454 16500 -7000
c13822 17094 29288
c26192 18282 -59920
c13912 19008 -25648
c7507 18150 21224
c19385 17490 -46312
c45354 17160 25256
c40019 18018 -48832
c13107 17292 -43288
c22570 17292 26264
c4874 17226 -34216
c24753 17754 -31192
c25060 16830 -36736
c23968 17160 -44800
c5750 18018 25760
c48392 18216 21728
c30215 18942 58520
c23607 18678 -50344
c18884 17754 -33208
c44043 18810 -8512
c29943 16830 -31696
c4616 17424 -7000
c32082 17820 -7000
c46741 18678 22736
c38923 17754 36848
c971 16830 30800
c40633 16962 44912
c17297 17490 -3976
c23172 18216 -50848
c39444 17688 46424
c26871 17028 -45304
c35147 17028 46928
c12764 17622 48440
c43816 18216 23240
c8555 18084 -37744
c33238 18150 -7504
c25547 17622 44912
