TotalDisplacement 47551034
MaxDisplacement 4809
NumCells 51382
c43769 -58608 -46312
c44947 -58080 -46312
c15568 -57684 -47320
c43216 -57948 19712
c40617 -57420 3080
c20321 -57948 -57904
c50599 -57552 56
c19898 -58608 -19600
c8704 -57684 22232
c47903 -58608 -47824
c36449 -57420 22232
c31266 -58410 20216
c45407 -57684 8120
c43650 -57684 24248
c29733 -57420 3584
c13481 -58212 4088
c32910 -57552 -37240
c8374 -57684 19712
c14251 -57420 23240
c38345 -57552 19712
c27663 -57024 23240
c38391 -57420 -448
c48562 -59400 -40768
c19284 -59400 -41272
c4694 -57420 19712
c47927 -57420 5096
c19797 -57552 24248
c30913 -58146 20216
c42752 -58344 20720
c22134 -57552 -36736
c51182 -58014 20216
c28071 -57816 -34720
c9541 -57288 38360
c6308 -57288 19712
c19335 -58740 8624
c35962 -58080 -48328
c25839 -57552 48944
c30489 -58278 21224
c26716 -58014 21224
c18568 -59268 60536
c16286 -59268 61040
c39819 -60720 60032
c50280 -57816 60536
c3897 -59268 61544
c25116 -57816 61040
c19231 -59268 60032
c37596 -59268 59528
c18962 -57816 61544
c3896 -57816 59528
c48777 -59268 59024
c38323 -56364 60536
c17694 -56364 61040
c4632 -57816 60032
c40592 -57816 59024
c36894 -56364 61544
c28823 -57552 -6496
c35371 -57816 -35224
c47294 -58740 -1960
c24364 -57156 -23632
c31028 -57816 -40264
c42 -57684 -15568
c7537 -58476 -40768
c16725 -57288 -15568
c48725 -58278 2072
c45376 -57816 -17080
c31911 -57948 -33208
c24822 -57552 -9016
c17635 -59994 36344
c29246 -57420 -22624
c2650 -57552 5600
c29619 -56892 -30688
c32893 -59268 -41776
c25668 -59664 -19096
c32350 -57420 11648
c11073 -59268 53984
c27209 -57684 -27160
c42939 -57684 -19600
c3556 -57684 -3976
c9903 -57816 -4480
c5855 -57420 -3472
c48522 -57156 -24640
c39749 -58740 34328
c42039 -57420 -19600
c17325 -57882 20720
c21989 -58344 8624
c21865 -57948 8624
c25852 -57882 -38752
c39390 -57552 -17080
c42543 -56628 7112
c45902 -57156 -51856
c30404 -60192 -42280
c51017 -57816 -21616
c25313 -58080 -41272
c15491 -58014 2072
c40913 -57552 -35224
c32754 -57948 -14056
c19972 -58212 34832
c44482 -58740 -58912
c48165 -57288 -36232
c43245 -57948 -47824
c39505 -57420 -58408
c25327 -57948 54488
c47144 -57552 -5992
c44420 -58212 -21112
c10432 -57288 -7000
c7121 -58476 35336
c27802 -57948 35336
c9695 -57420 35336
c45621 -57948 -41776
c47631 -57420 47936
c35381 -57288 -47824
c13308 -57948 -21112
c13634 -57816 -58912
c46950 -58740 54992
c24110 -57420 2576
c16760 -57816 -54376
c39208 -57948 18704
c19223 -57882 20216
c15969 -57288 -6496
c14168 -57948 -18592
c32014 -57618 -28168
c49982 -57288 -37240
c1674 -58080 -20608
c25273 -56892 -52360
c8282 -57288 -48328
c17983 -57684 -18592
c45146 -58872 -17584
c16142 -57024 -15064
c31959 -56628 -52864
c51368 -57288 6104
c46755 -57420 54992
c18821 -57948 -45304
c22757 -57552 -21616
c3315 -57288 -35224
c42741 -57684 -16576
c16842 -57156 -57904
c37049 -57024 -53368
c36889 -59268 -57400
c45139 -58872 -42280
c29125 -57420 -18592
c24873 -57948 -39760
c41237 -58344 -38248
c14796 -57552 -51352
c45525 -56892 -46816
c14628 -58344 53984
c32090 -59268 55496
c18806 -57024 3080
c8138 -57156 -28672
c40036 -57552 38864
c34307 -56628 -47320
c26081 -58344 44408
c30662 -59268 -42784
c46860 -57552 -46312
c46897 -57024 -46312
c50120 -57156 -40768
c48518 -56892 -35728
c37009 -57948 36848
c6215 -58740 43904
c10282 -56628 7616
c30252 -56892 -51352
c21686 -56496 7616
c28471 -56892 48440
c15995 -56760 -41272
c43543 -56760 54488
c2714 -57816 -20608
c35310 -57816 -16072
c9395 -58872 -18088
c34705 -58344 55496
c7976 -56760 48944
c6986 -58344 -19096
c1168 -56892 -40768
c7737 -56628 -47824
c9382 -57948 -18088
c15633 -58344 -55384
c1021 -57552 -40264
c39301 -57024 -20104
c21309 -56760 -15064
c27258 -58344 -59416
c5936 -56628 -40768
c45806 -57288 34832
c25798 -59004 35840
c30108 -56628 -41776
c23980 -57156 -15568
c6827 -56232 -52360
c42366 -59268 56000
c11885 -57288 -27664
c102 -56628 -35728
c19067 -56232 7112
c35647 -56364 -41776
c34029 -57288 22232
c45305 -57156 37352
c41855 -56892 -20608
c6770 -56232 -40264
c16679 -57552 -17584
c40961 -58344 56000
c16876 -56892 38360
c25874 -57288 -17080
c22606 -57420 44408
c16264 -57024 -14560
c28458 -56100 -41776
c13914 -57420 -16576
c31766 -56364 6608
c20134 -59070 36344
c34291 -57420 55496
c7944 -57552 -42280
c21001 -56892 -48328
c11982 -56628 47936
c22655 -57024 -39760
c40224 -57024 -21112
c50381 -58146 -53872
c14329 -58608 43400
c1780 -57420 53984
c10291 -56232 -46816
c49882 -59268 -56392
c45091 -58014 -49336
c33384 -57420 47432
c26533 -57288 -21616
c29443 -56232 -58408
c5672 -55968 -47320
c41686 -58410 45416
c323 -57684 49448
c19188 -57948 -42784
c35716 -56232 -51856
c50116 -57948 4088
c15829 -57684 -14056
c43536 -57288 49448
c19904 -56628 -36736
c44615 -57948 40376
c43620 -55704 -40768
c31065 -56496 -18592
c14730 -58740 44912
c11772 -57420 -1960
c46030 -57816 42896
c9311 -57684 -43288
c42470 -59004 -56896
c21513 -57420 -43288
c50840 -56892 -54376
c44087 -57024 9128
c25973 -56364 -36736
c42546 -56364 -35728
c46251 -56628 37856
c48073 -57156 49448
c39900 -57486 -53872
c12249 -57156 -16576
c33964 -57420 43904
c10061 -56100 -36736
c36076 -56100 48440
c49488 -56364 -37240
c45624 -57882 9632
c31653 -56760 43904
c1064 -57420 43400
c47323 -56496 49448
c17874 -59268 46928
c11548 -56496 44408
c17803 -55836 47936
c45519 -55968 7112
c33753 -56760 -21112
c33560 -57420 -19096
c42106 -56496 37352
c37815 -56760 -39760
c40454 -55572 48944
c20430 -56496 -46312
c46635 -57156 -43288
c30071 -57618 -37744
c12196 -57816 44912
c4685 -56100 47432
c11149 -56826 -39256
c34782 -58938 -55888
c22532 -56628 42896
c19000 -55836 43904
c9057 -58476 42392
c47165 -56232 -57904
c21399 -58344 -56896
c19007 -57288 36848
c42158 -57816 -50344
c16468 -56100 6608
c31922 -57156 -19096
c9543 -57750 21224
c21935 -57024 -42784
c27161 -56892 -43288
c6801 -58212 -56392
c51174 -56628 -58912
c32724 -58410 50960
c14526 -57156 -19600
c7457 -57288 21728
c50373 -56694 -38248
c41241 -55968 -36232
c3907 -55836 -47824
c31116 -58146 -55888
c11382 -55572 -47320
c27970 -56628 -43288
c17927 -55440 -41272
c44905 -56628 -42280
c39848 -56496 53984
c38567 -57420 -2464
c27493 -56364 -42280
c15999 -55704 -52864
c36339 -57420 -59416
c18398 -58344 -57400
c1914 -56100 -46312
c50826 -57288 -1960
c28029 -57420 -952
c2190 -57816 10136
c43963 -55968 44408
c2213 -56100 -35728
c7813 -56496 43400
c1764 -55440 -40768
c51244 -57816 56000
c41461 -56100 -42280
c34133 -58410 53480
c7552 -57288 -8008
c1847 -57024 3584
c11083 -56364 -43288
c51102 -55704 49448
c36093 -58278 53480
c14253 -57552 -2968
c17514 -55968 37856
c38660 -56892 44912
c21429 -57222 -49336
c36388 -57156 -3976
c40348 -57552 -57400
c42610 -58344 46928
c22777 -58146 36344
c19639 -55704 38360
c39025 -56628 -14560
c30760 -55176 -41272
c4772 -57024 -45304
c2966 -56892 -19096
c21634 -55968 42896
c15808 -57156 2576
c34377 -55176 48440
c38643 -56496 -39760
c25301 -57684 42392
c35626 -55176 -41776
c38523 -55176 47936
c5599 -58212 46424
c2176 -56892 -16072
c42490 -57684 -56896
c18658 -56892 8624
c12595 -56430 -59416
c20821 -56232 -18592
c10911 -58080 -26152
c49805 -56232 54992
c49521 -55572 54488
c49615 -56100 -57904
c27041 -56232 38864
c10579 -58608 -45808
c41179 -58146 -13552
c2818 -55308 -46816
c27841 -56232 -19600
c43313 -57684 46928
c47881 -57420 4592
c1923 -58476 41888
c23270 -57684 -45808
c38758 -55440 47432
c16003 -55704 7112
c29643 -57552 39368
c38524 -55308 49448
c48438 -58674 41384
c26813 -57684 -1456
c40922 -55968 38864
c44961 -57816 50456
c6258 -57354 -37744
c21420 -56892 -57400
c36898 -55704 -20104
c16626 -56760 2576
c49747 -58146 49952
c49462 -57486 45416
c13764 -56562 45416
c14031 -54912 -41272
c2748 -55176 -47320
c22223 -57486 45920
c24380 -56760 46928
c2114 -55704 -36232
c1570 -55968 6608
c23526 -58344 52976
c13220 -57156 36848
c33099 -56628 -3976
c12607 -57354 49952
c20681 -56760 36848
c34108 -57156 -23128
c5984 -56892 -5992
c49170 -55176 -46312
c20250 -55704 38864
c1442 -57552 46424
c23410 -59268 56504
c29116 -55308 -40264
c27178 -55440 -20104
c10326 -56562 -22120
c19742 -59268 57008
c12255 -57288 -4480
c40291 -55044 -40264
c12468 -57024 39368
c43870 -57024 -56896
c130 -57024 -4480
c49092 -56760 3584
c36928 -56892 56
c2965 -57288 -45808
c40128 -57288 19208
c28556 -57882 36344
c43726 -56364 -39256
c30620 -55572 -51856
c2726 -55968 -35224
c14027 -56760 46424
c46101 -56760 42392
c1620 -57552 -1456
c47737 -56760 4088
c12987 -57156 19712
c21503 -56100 -38752
c30625 -56892 -23632
c20779 -58806 57512
c24932 -57156 -10528
c34693 -56892 3080
c46940 -57750 50960
c1657 -57552 2072
c18526 -57684 52976
c39767 -55308 42896
c29450 -58080 41888
c13123 -56892 -4480
c30314 -58476 39872
c14529 -56100 -42784
c17189 -56100 -53368
c35305 -54912 48944
c37809 -57420 -56392
c16506 -57288 33824
c2796 -56892 -34216
c36184 -58080 39872
c18143 -57288 56000
c29458 -55044 -47824
c14391 -55572 -39760
c48695 -56760 -4480
c46926 -57750 -13552
c23228 -56892 23240
c9278 -57222 53480
c48443 -56496 -51352
c24703 -57222 45920
c32260 -55440 -36232
c27435 -56100 -51352
c24162 -55968 46424
c7452 -55836 -42784
c45931 -56100 -448
c8535 -55836 -35728
c16361 -56232 11144
c25009 -56892 35336
c19567 -57288 4592
c45873 -56628 -7000
c16364 -57156 2072
c23863 -55836 7616
c25191 -56760 -1456
c17651 -55704 54992
c12141 -56100 55496
c32065 -57552 18200
c12214 -57024 40376
c8072 -56496 34832
c12121 -55968 44912
c9396 -56364 -17584
c32278 -56100 19208
c24002 -57486 -55888
c39097 -58146 51464
c26708 -56298 45920
c29618 -54912 56000
c12350 -55572 55496
c46534 -56760 -7504
c23550 -55440 42392
c46838 -56034 45920
c38956 -57552 17696
c46686 -56496 33320
c35730 -56628 2576
c35888 -56628 -26656
c5341 -57816 18704
c16131 -56364 -14560
c34495 -56232 2576
c38080 -57552 10136
c31994 -56760 -952
c38060 -57684 39872
c37491 -54384 47936
c14242 -55968 -19600
c33260 -54780 -47320
c8557 -55968 -15568
c31459 -55836 2576
c46271 -55968 19712
c31602 -57024 -56392
c11262 -57156 50456
c27249 -56628 -5992
c26061 -56628 18704
c26825 -56628 22232
c15626 -55440 43400
c41474 -55044 -57904
c27459 -55968 -48328
c34970 -56892 -24640
c48849 -55176 -20104
c9646 -55044 3584
c17869 -57090 -55888
c1692 -56892 -27160
c29869 -54384 47432
c50143 -55704 46928
c25811 -56760 8624
c39123 -56100 36848
c41584 -54384 48944
c46149 -56562 53480
c51087 -56364 18200
c44152 -56760 50456
c20823 -57288 41888
c8168 -56364 8120
c36003 -57354 -34720
c5443 -57024 52976
c22877 -56892 22736
c33031 -55044 -19600
c46789 -55176 42896
c11728 -55572 -52360
c19697 -56364 52976
c47422 -54648 -41272
c45823 -55308 -52864
c19804 -57156 17192
c29346 -58476 52472
c23065 -57816 34328
c39283 -56100 41888
c44570 -55572 4592
c31709 -56892 -59920
c46533 -58278 41384
c4952 -55176 -51856
c50150 -56232 -57400
c8445 -56628 -23632
c21905 -57354 -13048
c32435 -56100 -56896
c24355 -57420 -9016
c25393 -55836 -15064
c4907 -57288 10136
c48366 -56760 -33208
c13710 -57618 -13552
c6353 -58212 35840
c32958 -55440 36848
c26611 -56364 -56392
c29078 -55704 2576
c39631 -56364 -952
c15555 -57156 52472
c33086 -55836 37352
c17435 -56694 50960
c10561 -56628 -7504
c29101 -57222 36344
c543 -57552 51968
c9838 -55836 21728
c4148 -57486 41384
c4175 -57156 5096
c33621 -56298 49952
c43716 -55704 -19096
c43006 -57288 10640
c38901 -57156 -29680
c3793 -57156 -9520
c30091 -57156 10640
c37686 -55836 -21112
c20433 -55572 3080
c3231 -56100 -45304
c20927 -57948 -44800
c6745 -55176 -45304
c33715 -57024 -44800
c22008 -55836 33824
c10087 -55044 -58408
c25841 -58080 -11536
c24074 -55440 22232
c30750 -55704 -56896
c35665 -57750 20216
c28532 -56100 50456
c20893 -57024 -24136
c3391 -57552 39872
c8566 -57948 -12544
c25777 -54912 43904
c20731 -56760 2072
c42231 -54516 42896
c6106 -58608 40880
c20440 -55704 39368
c15413 -54912 19208
c41301 -57552 -12040
c8775 -56364 60032
c20447 -54912 60536
c12755 -54384 -57904
c7884 -54780 19712
c44050 -55704 -56392
c31303 -57816 58016
c30348 -58212 40880
c18281 -56100 -2464
c1814 -57684 -10024
c30147 -54648 38360
c34765 -57618 -25648
c47734 -57024 -8008
c12843 -56562 20216
c35488 -56958 1568
c19953 -55968 -24640
c15831 -55968 -952
c17464 -55572 -3976
c1317 -54780 43400
c15911 -55836 -28672
c49152 -56562 1568
c3185 -55044 -35224
c26505 -56430 41384
c22225 -56364 17696
c39571 -56760 -3472
c33512 -54120 48440
c49824 -55308 -3976
c36971 -55572 -21112
c25549 -54912 -52360
c50334 -55440 18704
c50910 -55176 -57400
c40242 -56166 53480
c19741 -56364 58016
c36692 -55968 -9520
c49420 -55704 -15064
c3387 -54780 -19600
c40735 -55704 -952
c11994 -55308 -7504
c10083 -55968 5096
c13554 -57552 -8512
c9659 -54120 43400
c40493 -57090 -13048
c7659 -55440 -15064
c8759 -57156 51968
c18089 -57090 58520
c14156 -54384 43904
c24655 -57354 9632
c39445 -55440 53984
c15423 -56100 40376
c50799 -57420 -14056
c42780 -56364 -26656
c10043 -55044 54488
c4405 -55704 23240
c7326 -56628 -30688
c32118 -55968 -1960
c49029 -55836 11144
c43679 -55704 -51352
c7890 -56364 -61936
c4161 -57288 35840
c24971 -55440 -53368
c46029 -55572 2576
c49609 -56826 51464
c30759 -57420 40880
c7684 -57156 -5488
c42573 -55308 46424
c22847 -55770 45920
c15597 -56430 36344
c11381 -57156 -12040
c12586 -54912 -52864
c33259 -56892 56504
c30595 -57090 9632
c17364 -55440 52976
c16952 -56892 57008
c909 -54252 -51856
c30821 -55836 10640
c22330 -57420 -11536
c48592 -55176 54992
c11469 -57552 -12544
c1585 -57156 -29176
c7518 -56100 35336
c11747 -55176 23240
c18607 -57156 -6496
c6783 -55968 10136
c18729 -54978 53480
c27168 -56496 9128
c5295 -55704 -448
c20816 -55704 22736
c8337 -55836 -10528
c21165 -55968 32312
c6860 -55968 32816
c9554 -55440 32312
c49250 -55176 18200
c41913 -56694 26768
c44239 -54648 -46312
c25648 -56892 -29176
c37358 -55176 35336
c6153 -56496 -3472
c42880 -57156 15680
c31419 -56496 40880
c39269 -57354 -25648
c32580 -55968 -5992
c37665 -55572 -28672
c28628 -55440 -19096
c32925 -55044 4088
c7062 -54780 -35224
c45231 -56628 27272
c11632 -56100 -17584
c25174 -55308 -7000
c28899 -56430 -13048
c15547 -56298 -49336
c21672 -55176 -15064
c27243 -55770 -13048
c20512 -54516 -51352
c23654 -54648 -58408
c15318 -55704 40376
c14522 -55176 -36736
c841 -56232 39872
c29435 -57420 -55384
c11493 -56760 -16072
c41804 -55308 -10528
c3484 -53988 47936
c48612 -56496 51968
c36743 -55968 -3472
c11602 -54912 -15064
c3069 -54780 37352
c30761 -55836 -8008
c47707 -53724 42896
c19884 -55704 -5992
c14336 -54648 11144
c27629 -57024 -17080
c31976 -54648 18200
c32267 -56628 -4480
c3296 -57552 -50848
c30497 -54780 40376
c34233 -55044 -7504
c8090 -55770 20216
c29611 -54120 42392
c25333 -55770 9632
c47531 -55506 41384
c39662 -54780 -57400
c21329 -55968 17192
c39682 -56232 35840
c12863 -56364 -23632
c28098 -55176 -5992
c35320 -55176 17696
c49274 -54516 39368
c36452 -55704 -58912
c29700 -56364 9128
c26515 -56430 57512
c10495 -56760 -12040
c20513 -56496 -10024
c4390 -55572 -1960
c21086 -55308 -2464
c20414 -55440 32816
c18039 -54912 32312
c45826 -56232 31808
c24382 -54516 -40768
c3932 -55308 -58912
c31716 -56760 56
c27832 -56892 -29680
c23486 -55704 -6496
c49714 -55770 -55888
c42357 -56496 2072
c35337 -56430 -13552
c45329 -56232 9128
c15784 -56628 -8512
c25742 -54648 -7000
c36865 -54780 36848
c37617 -55440 -8008
c46702 -56364 -12040
c29665 -58212 -11032
c20957 -56892 -55384
c9025 -56496 -11536
c48211 -57420 15176
c21353 -56364 -61432
c49027 -55242 -55888
c21022 -54252 -52864
c20161 -55044 -14560
c35102 -54912 37856
c26130 -56958 20720
c34420 -56100 -1456
c37836 -54780 -1456
c37265 -56496 -14056
c38768 -56100 -12040
c36654 -56760 -17080
c2833 -55506 -13048
c11302 -57024 -50848
c18558 -55770 49952
c49603 -56100 -9016
c42992 -55704 34832
c24963 -56232 -2968
c17950 -55440 -952
c26543 -56100 51968
c8673 -54912 -61936
c8689 -54912 -61432
c6698 -56364 -60928
c9087 -54912 -60928
c19274 -57684 -60424
c33256 -53460 -61936
c614 -54912 41888
c7194 -55176 -8008
c48940 -55044 34832
c2115 -55836 -31696
c46179 -55968 52472
c28769 -56760 -26152
c13936 -55836 -2968
c20079 -55176 -448
c232 -55704 -24640
c47164 -56760 16688
c13320 -54516 38864
c21576 -56364 -12544
c38649 -56562 560
c4115 -54780 -9520
c46059 -56760 -31192
c21633 -55044 -26656
c25239 -55572 -2968
c3741 -55044 -952
c44451 -55044 -6496
c40878 -57288 11648
c18789 -56100 -10024
c49129 -55902 51464
c32445 -54912 -8008
c16457 -56298 21224
c8272 -55308 -2968
c22987 -55836 40880
c8108 -53856 47432
c1976 -54384 3080
c25401 -57156 23744
c2534 -56760 -11032
c20696 -54384 -41272
c11255 -56100 -5488
c13098 -56562 -32704
c45749 -56232 -28168
c29021 -54384 35336
c47297 -57486 -4984
c39735 -54780 -17584
c15849 -55704 -30688
c34976 -54912 33824
c12556 -53988 39368
c31680 -54780 -8008
c41381 -54120 37352
c12361 -55968 -27160
c4783 -54120 -7504
c23145 -54120 -8008
c49401 -56100 -23632
c17581 -54912 -10024
c37977 -56364 -4480
c29975 -56298 -22120
c1343 -54912 -448
c696 -55440 -37240
c1248 -54120 38864
c16994 -53988 -6496
c24041 -54252 -40768
c17739 -55572 -14056
c5065 -54648 6608
c27823 -55770 20720
c17499 -56496 -50848
c36419 -55572 -34216
c41571 -56892 16184
c22103 -54912 -58912
c24097 -56232 -23128
c37739 -57024 -30184
c15261 -56298 560
c17091 -55176 17192
c7128 -55704 -5488
c39316 -55704 -12040
c24770 -53988 -7000
c145 -54846 41384
c6611 -56100 -11536
c25941 -55308 -34216
c15272 -56100 11648
c48530 -56232 15176
c12212 -54516 -35728
c25636 -54120 36848
c17257 -55440 -26152
c30464 -54780 -24640
c32810 -56760 1064
c18469 -55176 -42280
c39542 -55968 16688
c3627 -56892 -16576
c8565 -55638 -32704
c46100 -54516 -448
c31114 -54120 -9520
c47893 -54252 37856
c7441 -55506 51464
c34663 -54648 49448
c39719 -56166 560
c27774 -55968 -8512
c37014 -54780 23240
c5787 -54120 -5992
c14091 -54120 -40264
c39519 -55704 -24136
c14534 -54384 23240
c29598 -54384 -10528
c19225 -54384 -24136
c17070 -55704 -11536
c49554 -53856 40376
c41648 -56364 2072
c12359 -55704 15680
c12942 -55308 50456
c1315 -55110 49952
c10001 -55044 -2968
c43056 -55440 57008
c32284 -56562 -4984
c42900 -55176 -9016
c47299 -55704 -8512
c26055 -55308 -8512
c10939 -55704 -27160
c3053 -57420 24248
c50656 -54516 -37240
c12045 -54780 5096
c16026 -55044 40880
c42662 -53988 -52360
c5141 -54978 57512
c35830 -55638 58520
c35585 -54912 58016
c28338 -56628 6104
c13507 -56034 -34720
c14088 -56496 14672
c3342 -56760 24752
c45443 -55440 -11536
c41864 -55308 -12040
c17984 -55704 -11032
c51295 -55308 14672
c3171 -55704 56
c4253 -55572 51968
c38783 -54648 -952
c5337 -54648 40880
c35232 -56760 26264
c18140 -54252 41888
c16523 -57618 -25144
c45977 -54780 54992
c20240 -55506 50960
c36536 -54780 -8512
c25543 -54384 4592
c19300 -53592 -7000
c1371 -54912 -12040
c12479 -54516 22736
c14579 -53724 37856
c10079 -55572 -55384
c4271 -55968 -21616
c9014 -55704 16184
c15689 -54978 20216
c40031 -56232 -27664
c4485 -55374 -13552
c21299 -54516 -14560
c39247 -54648 -12040
c18463 -54912 15680
c46280 -54648 -15064
c7460 -57288 14168
c35022 -56364 59024
c27134 -55836 59024
c38558 -53460 -6496
c41292 -54582 -13048
c41506 -54780 52976
c49263 -55968 23744
c21149 -54384 5096
c13533 -57156 5600
c2961 -55968 -45808
c49198 -55176 -12544
c27895 -56166 1568
c24570 -56100 -44800
c9976 -57090 -44296
c28533 -57024 -50344
c3029 -54384 -5488
c48895 -55638 560
c512 -56892 13664
c51321 -55440 -27160
c14376 -56628 -22624
c12450 -54120 15680
c19929 -54780 -11536
c21203 -57024 28280
c19700 -55440 8120
c32462 -54780 -48328
c45258 -55176 -55384
c50972 -54252 -36736
c15885 -53988 -40768
c30020 -53460 -7504
c13939 -56166 -44296
c44094 -54582 53480
c10487 -54120 23240
c11009 -55440 -31192
c33440 -53460 -8008
c33827 -54120 -36232
c13150 -56100 -39256
c44875 -54120 4592
c16611 -53856 -36232
c29168 -55374 -32704
c45904 -54252 -12040
c33344 -54252 5096
c41245 -54384 17696
c28094 -56034 -37744
c48371 -57156 13160
c49946 -53724 3584
c5468 -55176 -44800
c10631 -54780 -2968
c27312 -55572 -29680
c33774 -54516 -8512
c40789 -54252 34832
c2655 -54912 51968
c6864 -54120 6608
c4290 -56958 12152
c22163 -53592 42392
c14052 -55836 24248
c22047 -53328 -7000
c17947 -55836 14168
c36216 -53328 -7504
c8709 -54516 -56392
c4128 -53988 -36736
c32029 -54252 -45304
c21465 -54912 39872
c7020 -53856 -52864
c26756 -53328 40376
c12195 -54516 39872
c25776 -54252 2576
c9591 -56364 -50344
c7090 -53724 -36736
c27736 -55374 36344
c20446 -55770 1568
c15983 -54516 -11536
c47775 -56694 -25144
c33218 -55374 -33712
c28682 -57222 29792
c26746 -54120 14672
c43234 -55968 2072
c22471 -54780 -23632
c38721 -53724 -10528
c40104 -55704 -30184
c7252 -55704 2072
c31218 -55968 -27664
c17538 -54780 -3976
c44029 -55044 -11032
c45464 -53856 23240
c27612 -53064 39368
c45025 -55968 1064
c45652 -55440 6104
c37138 -57156 28784
c31106 -55242 1568
c10442 -54384 -11536
c29451 -55704 -22624
c17457 -55572 1064
c18067 -55440 -33208
c25487 -54252 -1960
c6924 -55704 -21616
c37303 -53064 -8008
c11201 -52932 40376
c44782 -54912 -23128
c43278 -53856 49448
c30781 -57948 29288
c9423 -54384 -53368
c36981 -55308 2072
c18131 -55572 -20608
c46131 -54120 22736
c38417 -54120 -9016
